Member_number,Date,productId,items,order_id,productName,price,Category,Total_Cost,Month
4086,2014-08-30,114,3,11462,napkins,21.8,Household & Hygiene,65.4,2014-08
4651,2014-01-10,5,1,13650,rolls/buns,1.2,Bakery & Sweets,1.2,2014-01
1877,2014-08-13,34,1,3248,flour,2.1,Pantry Staples,2.1,2014-08
1849,2014-03-30,15,3,3144,specialty bar,5.2,Bakery & Sweets,15.600000000000001,2014-03
2502,2014-06-18,17,2,5576,bottled water,0.5,Beverages,1.0,2014-06
4988,2014-04-19,11,1,14921,butter,3.2,Dairy,3.2,2014-04
4430,2014-02-17,3,2,12818,pip fruit,3.0,Fresh Food,6.0,2014-02
4255,2014-11-03,61,2,12135,liquor,8.5,Beverages,17.0,2014-11
3348,2014-01-18,38,3,8733,soda,0.8,Beverages,2.4000000000000004,2014-01
1522,2014-06-16,69,1,1920,domestic eggs,1.25,Fresh Food,1.25,2014-06
1052,2014-03-24,49,3,190,beverages,1.1,Beverages,3.3000000000000003,2014-03
3579,2014-10-06,11,3,9593,butter,3.2,Dairy,9.600000000000001,2014-10
1208,2014-10-25,8,3,756,beef,19.5,Fresh Food,58.5,2014-10
2835,2014-07-18,15,3,6849,specialty bar,5.2,Bakery & Sweets,15.600000000000001,2014-07
1265,2014-02-01,2,2,956,whole milk,1.8,Dairy,3.6,2014-02
2389,2014-11-09,12,1,5168,fruit/vegetable juice,2.1,Beverages,2.1,2014-11
4387,2014-02-14,75,1,12666,frozen vegetables,2.5,Frozen & Processed Food,2.5,2014-02
1148,2014-01-31,38,1,545,soda,0.8,Beverages,0.8,2014-01
4508,2014-06-14,2,2,13112,whole milk,1.8,Dairy,3.6,2014-06
1958,2014-06-16,2,2,3575,whole milk,1.8,Dairy,3.6,2014-06
4359,2014-07-03,85,3,12568,cling film/bags,2.2,Household & Hygiene,6.6000000000000005,2014-07
1847,2014-05-13,44,3,3137,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-05
2584,2014-11-30,17,3,5902,bottled water,0.5,Beverages,1.5,2014-11
3457,2014-11-09,17,3,9101,bottled water,0.5,Beverages,1.5,2014-11
1796,2014-09-18,17,1,2940,bottled water,0.5,Beverages,0.5,2014-09
3973,2014-02-03,12,3,11091,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2014-02
4163,2014-06-06,104,2,11773,cat food,11.2,Pet Care,22.4,2014-06
1979,2014-08-07,2,2,3643,whole milk,1.8,Dairy,3.6,2014-08
4283,2014-06-11,27,2,12253,coffee,8.5,Beverages,17.0,2014-06
3227,2014-12-24,2,3,8305,whole milk,1.8,Dairy,5.4,2014-12
2152,2014-11-23,17,1,4293,bottled water,0.5,Beverages,0.5,2014-11
4869,2014-09-21,60,1,14523,cream cheese,6.3,Dairy,6.3,2014-09
4076,2014-08-02,4,3,11419,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-08
2912,2014-09-20,133,3,7123,flower soil/fertilizer,2.83,Household & Hygiene,8.49,2014-09
2701,2014-03-12,11,2,6337,butter,3.2,Dairy,6.4,2014-03
3393,2014-06-25,71,2,8882,shopping bags,5.12,Household & Hygiene,10.24,2014-06
3144,2014-06-05,24,1,7999,pastry,3.1,Bakery & Sweets,3.1,2014-06
1618,2014-04-08,65,2,2264,candy,3.6,Bakery & Sweets,7.2,2014-04
1129,2014-09-10,36,2,471,frozen meals,9.7,Frozen & Processed Food,19.4,2014-09
2786,2014-02-21,20,3,6666,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2014-02
3889,2014-11-22,38,1,10765,soda,0.8,Beverages,0.8,2014-11
3759,2014-07-21,2,3,10280,whole milk,1.8,Dairy,5.4,2014-07
2349,2014-08-11,69,1,5027,domestic eggs,1.25,Fresh Food,1.25,2014-08
3086,2014-07-11,18,3,7771,yogurt,2.2,Dairy,6.6000000000000005,2014-07
2337,2014-03-04,35,1,4971,sugar,1.2,Bakery & Sweets,1.2,2014-03
3193,2014-10-25,36,2,8175,frozen meals,9.7,Frozen & Processed Food,19.4,2014-10
2834,2014-02-07,38,1,6843,soda,0.8,Beverages,0.8,2014-02
1040,2014-09-03,46,1,147,pasta,3.1,Pantry Staples,3.1,2014-09
1658,2014-06-26,27,3,2424,coffee,8.5,Beverages,25.5,2014-06
2528,2014-09-01,38,1,5690,soda,0.8,Beverages,0.8,2014-09
2976,2014-09-20,4,1,7363,other vegetables,0.8,Fresh Food,0.8,2014-09
4125,2014-03-20,20,1,11623,brown bread,0.8,Bakery & Sweets,0.8,2014-03
1817,2014-01-28,39,3,3019,detergent,5.5,Household & Hygiene,16.5,2014-01
2623,2014-05-13,25,1,6050,canned beer,1.1,Beverages,1.1,2014-05
4715,2014-11-24,44,3,13926,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-11
4680,2014-04-06,115,2,13775,waffles,2.5,Bakery & Sweets,5.0,2014-04
2619,2014-09-05,18,3,6039,yogurt,2.2,Dairy,6.6000000000000005,2014-09
4779,2014-02-24,54,1,14161,condensed milk,3.5,Dairy,3.5,2014-02
2765,2014-09-01,40,2,6593,grapes,9.4,Fresh Food,18.8,2014-09
2653,2014-06-06,52,1,6156,dog food,12.6,Pet Care,12.6,2014-06
2994,2014-04-30,45,3,7430,curd,9.8,Dairy,29.400000000000002,2014-04
2056,2014-05-21,2,2,3944,whole milk,1.8,Dairy,3.6,2014-05
2769,2014-08-24,5,2,6603,rolls/buns,1.2,Bakery & Sweets,2.4,2014-08
2858,2014-08-24,13,2,6938,packaged fruit/vegetables,3.5,Fresh Food,7.0,2014-08
4096,2014-06-13,18,1,11498,yogurt,2.2,Dairy,2.2,2014-06
2961,2014-12-13,27,2,7315,coffee,8.5,Beverages,17.0,2014-12
4923,2014-08-13,27,2,14689,coffee,8.5,Beverages,17.0,2014-08
1966,2014-02-15,135,2,3602,meat spreads,7.8,Fresh Food,15.6,2014-02
4756,2014-12-10,27,2,14086,coffee,8.5,Beverages,17.0,2014-12
4485,2014-11-13,25,3,13020,canned beer,1.1,Beverages,3.3000000000000003,2014-11
2885,2014-07-25,113,1,7039,spices,1.2,Pantry Staples,1.2,2014-07
4932,2014-03-29,24,1,14718,pastry,3.1,Bakery & Sweets,3.1,2014-03
4137,2014-08-17,24,2,11675,pastry,3.1,Bakery & Sweets,6.2,2014-08
4367,2014-01-07,75,3,12598,frozen vegetables,2.5,Frozen & Processed Food,7.5,2014-01
2055,2014-05-31,5,2,3936,rolls/buns,1.2,Bakery & Sweets,2.4,2014-05
3881,2014-04-20,4,1,10743,other vegetables,0.8,Fresh Food,0.8,2014-04
1645,2014-10-05,115,1,2361,waffles,2.5,Bakery & Sweets,2.5,2014-10
4699,2014-03-16,144,1,13868,abrasive cleaner,6.38,Household & Hygiene,6.38,2014-03
2973,2014-12-13,83,2,7353,white bread,0.3,Bakery & Sweets,0.6,2014-12
4299,2014-01-19,140,2,12323,tidbits,1.1,Snacks,2.2,2014-01
1322,2014-12-11,115,3,1163,waffles,2.5,Bakery & Sweets,7.5,2014-12
3380,2014-02-23,38,3,8840,soda,0.8,Beverages,2.4000000000000004,2014-02
3375,2014-10-19,17,1,8829,bottled water,0.5,Beverages,0.5,2014-10
3011,2014-04-02,5,1,7486,rolls/buns,1.2,Bakery & Sweets,1.2,2014-04
4867,2014-05-05,44,3,14513,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-05
3549,2014-03-24,125,1,9482,instant coffee,4.9,Frozen & Processed Food,4.9,2014-03
2395,2014-11-17,17,3,5198,bottled water,0.5,Beverages,1.5,2014-11
2789,2014-06-06,50,2,6680,bottled beer,1.8,Beverages,3.6,2014-06
4773,2014-08-12,33,1,14142,frozen potato products,3.0,Frozen & Processed Food,3.0,2014-08
4356,2014-01-09,38,1,12558,soda,0.8,Beverages,0.8,2014-01
1703,2014-08-02,44,3,2570,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-08
2362,2014-08-17,4,2,5078,other vegetables,0.8,Fresh Food,1.6,2014-08
2072,2014-07-29,100,1,4015,chewing gum,0.5,Specialty & Seasonal,0.5,2014-07
4695,2014-09-26,49,1,13849,beverages,1.1,Beverages,1.1,2014-09
1787,2014-07-06,61,3,2901,liquor,8.5,Beverages,25.5,2014-07
1938,2014-03-13,15,2,3503,specialty bar,5.2,Bakery & Sweets,10.4,2014-03
1296,2014-02-24,64,3,1078,UHT-milk,2.1,Dairy,6.300000000000001,2014-02
1796,2014-03-22,3,2,2938,pip fruit,3.0,Fresh Food,6.0,2014-03
2925,2014-07-19,6,2,7169,pot plants,3.5,Household & Hygiene,7.0,2014-07
3376,2014-01-07,4,3,8832,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-01
1297,2014-12-13,60,3,1087,cream cheese,6.3,Dairy,18.9,2014-12
1050,2014-10-12,4,2,180,other vegetables,0.8,Fresh Food,1.6,2014-10
2854,2014-02-13,114,3,6918,napkins,21.8,Household & Hygiene,65.4,2014-02
1563,2014-03-11,70,1,2045,margarine,3.5,Pantry Staples,3.5,2014-03
4775,2014-03-29,18,1,14150,yogurt,2.2,Dairy,2.2,2014-03
1390,2014-07-31,71,1,1420,shopping bags,5.12,Household & Hygiene,5.12,2014-07
3116,2014-05-27,100,1,7888,chewing gum,0.5,Specialty & Seasonal,0.5,2014-05
1619,2014-09-21,115,1,2271,waffles,2.5,Bakery & Sweets,2.5,2014-09
2645,2014-12-23,96,3,6131,hygiene articles,7.5,Household & Hygiene,22.5,2014-12
3600,2014-06-03,4,2,9696,other vegetables,0.8,Fresh Food,1.6,2014-06
4835,2014-03-28,22,3,14389,root vegetables,1.8,Fresh Food,5.4,2014-03
1107,2014-05-15,124,1,378,specialty fat,4.5,Pantry Staples,4.5,2014-05
3527,2014-09-04,51,1,9397,dessert,1.15,Bakery & Sweets,1.15,2014-09
4475,2014-07-19,2,3,12995,whole milk,1.8,Dairy,5.4,2014-07
3816,2014-03-28,83,3,10504,white bread,0.3,Bakery & Sweets,0.8999999999999999,2014-03
4865,2014-11-17,40,2,14509,grapes,9.4,Fresh Food,18.8,2014-11
2873,2014-10-23,39,1,6998,detergent,5.5,Household & Hygiene,5.5,2014-10
2237,2014-01-16,76,3,4610,sliced cheese,4.2,Dairy,12.600000000000001,2014-01
4970,2014-08-22,3,2,14872,pip fruit,3.0,Fresh Food,6.0,2014-08
2122,2014-07-05,82,1,4187,pet care,5.8,Pet Care,5.8,2014-07
1647,2014-02-22,74,1,2369,whipped/sour cream,5.5,Dairy,5.5,2014-02
2393,2014-09-26,18,1,5185,yogurt,2.2,Dairy,2.2,2014-09
1831,2014-07-29,116,3,3075,sauces,2.45,Pantry Staples,7.3500000000000005,2014-07
4837,2014-12-04,17,1,14401,bottled water,0.5,Beverages,0.5,2014-12
1840,2014-12-28,40,1,3112,grapes,9.4,Fresh Food,9.4,2014-12
2343,2014-11-02,74,2,4999,whipped/sour cream,5.5,Dairy,11.0,2014-11
2381,2014-12-29,119,3,5145,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,2014-12
1574,2014-04-25,104,2,2093,cat food,11.2,Pet Care,22.4,2014-04
1339,2014-05-25,75,3,1230,frozen vegetables,2.5,Frozen & Processed Food,7.5,2014-05
3902,2014-10-27,137,1,10816,male cosmetics,10.6,Personal Care,10.6,2014-10
2650,2014-08-09,131,2,6146,roll products,8.6,Specialty & Seasonal,17.2,2014-08
2659,2014-07-28,21,3,6177,hamburger meat,12.3,Fresh Food,36.900000000000006,2014-07
3081,2014-02-26,51,3,7742,dessert,1.15,Bakery & Sweets,3.4499999999999997,2014-02
4717,2014-03-03,103,1,13930,semi-finished bread,1.1,Frozen & Processed Food,1.1,2014-03
4524,2014-04-17,32,1,13170,red/blush wine,12.2,Beverages,12.2,2014-04
2600,2014-09-28,45,2,5963,curd,9.8,Dairy,19.6,2014-09
1948,2014-05-31,18,2,3543,yogurt,2.2,Dairy,4.4,2014-05
2238,2014-01-05,2,3,4613,whole milk,1.8,Dairy,5.4,2014-01
4271,2014-12-19,71,2,12205,shopping bags,5.12,Household & Hygiene,10.24,2014-12
2715,2014-10-11,39,1,6394,detergent,5.5,Household & Hygiene,5.5,2014-10
4146,2014-04-15,22,2,11705,root vegetables,1.8,Fresh Food,3.6,2014-04
3447,2014-01-28,83,2,9066,white bread,0.3,Bakery & Sweets,0.6,2014-01
4799,2014-04-30,89,3,14247,spread cheese,2.5,Dairy,7.5,2014-04
4753,2014-08-31,12,1,14076,fruit/vegetable juice,2.1,Beverages,2.1,2014-08
4199,2014-08-24,70,3,11920,margarine,3.5,Pantry Staples,10.5,2014-08
1566,2014-06-03,51,1,2059,dessert,1.15,Bakery & Sweets,1.15,2014-06
1782,2014-08-30,4,1,2877,other vegetables,0.8,Fresh Food,0.8,2014-08
3312,2014-05-27,140,3,8614,tidbits,1.1,Snacks,3.3000000000000003,2014-05
3839,2014-08-13,59,2,10583,hard cheese,4.5,Dairy,9.0,2014-08
1596,2014-07-27,4,3,2171,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-07
1693,2014-05-30,25,2,2537,canned beer,1.1,Beverages,2.2,2014-05
4773,2014-10-15,25,3,14144,canned beer,1.1,Beverages,3.3000000000000003,2014-10
1302,2014-12-02,59,3,1099,hard cheese,4.5,Dairy,13.5,2014-12
1621,2014-06-21,18,2,2281,yogurt,2.2,Dairy,4.4,2014-06
2864,2014-01-12,136,2,6958,dishes,6.8,Specialty & Seasonal,13.6,2014-01
4880,2014-03-16,95,2,14565,frozen fish,5.8,Frozen & Processed Food,11.6,2014-03
1237,2014-06-22,4,3,865,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-06
4218,2014-09-15,52,2,11997,dog food,12.6,Pet Care,25.2,2014-09
2017,2014-12-23,50,2,3787,bottled beer,1.8,Beverages,3.6,2014-12
2687,2014-08-09,39,2,6277,detergent,5.5,Household & Hygiene,11.0,2014-08
3549,2014-11-09,4,1,9485,other vegetables,0.8,Fresh Food,0.8,2014-11
3684,2014-01-05,5,2,10000,rolls/buns,1.2,Bakery & Sweets,2.4,2014-01
4615,2014-03-30,18,2,13512,yogurt,2.2,Dairy,4.4,2014-03
3122,2014-01-09,73,2,7914,oil,3.4,Pantry Staples,6.8,2014-01
3116,2014-06-12,28,1,7889,misc. beverages,1.2,Beverages,1.2,2014-06
2235,2014-10-10,40,1,4599,grapes,9.4,Fresh Food,9.4,2014-10
1465,2014-12-08,13,2,1687,packaged fruit/vegetables,3.5,Fresh Food,7.0,2014-12
4448,2014-10-19,40,2,12895,grapes,9.4,Fresh Food,18.8,2014-10
2098,2014-10-20,28,2,4108,misc. beverages,1.2,Beverages,2.4,2014-10
4377,2014-05-06,76,2,12642,sliced cheese,4.2,Dairy,8.4,2014-05
2403,2014-04-14,18,1,5226,yogurt,2.2,Dairy,2.2,2014-04
4055,2014-03-25,104,2,11352,cat food,11.2,Pet Care,22.4,2014-03
2222,2014-02-13,100,1,4545,chewing gum,0.5,Specialty & Seasonal,0.5,2014-02
3396,2014-11-05,50,3,8895,bottled beer,1.8,Beverages,5.4,2014-11
3205,2014-09-05,38,1,8216,soda,0.8,Beverages,0.8,2014-09
3123,2014-04-16,119,3,7923,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,2014-04
2441,2014-06-08,65,1,5368,candy,3.6,Bakery & Sweets,3.6,2014-06
2693,2014-02-14,17,1,6305,bottled water,0.5,Beverages,0.5,2014-02
4441,2014-12-12,12,1,12868,fruit/vegetable juice,2.1,Beverages,2.1,2014-12
2428,2014-12-06,64,2,5310,UHT-milk,2.1,Dairy,4.2,2014-12
3191,2014-05-11,66,1,8171,onions,1.3,Fresh Food,1.3,2014-05
4628,2014-05-01,114,2,13560,napkins,21.8,Household & Hygiene,43.6,2014-05
1493,2014-03-06,41,1,1808,processed cheese,6.4,Dairy,6.4,2014-03
4376,2014-09-24,20,1,12637,brown bread,0.8,Bakery & Sweets,0.8,2014-09
3254,2014-12-11,5,3,8398,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-12
2493,2014-05-27,59,1,5551,hard cheese,4.5,Dairy,4.5,2014-05
4794,2014-11-11,20,2,14228,brown bread,0.8,Bakery & Sweets,1.6,2014-11
3782,2014-02-20,158,3,10375,flower (seeds),6.8,Household & Hygiene,20.4,2014-02
1094,2014-07-24,2,3,331,whole milk,1.8,Dairy,5.4,2014-07
4769,2014-03-31,51,1,14126,dessert,1.15,Bakery & Sweets,1.15,2014-03
4329,2014-01-20,17,1,12455,bottled water,0.5,Beverages,0.5,2014-01
3110,2014-05-29,37,3,7862,herbs,6.5,Fresh Food,19.5,2014-05
1758,2014-12-24,2,2,2782,whole milk,1.8,Dairy,3.6,2014-12
4330,2014-09-24,4,1,12460,other vegetables,0.8,Fresh Food,0.8,2014-09
4569,2014-12-24,144,3,13344,abrasive cleaner,6.38,Household & Hygiene,19.14,2014-12
3141,2014-06-07,146,2,7986,ketchup,1.25,Pantry Staples,2.5,2014-06
2617,2014-06-19,5,1,6028,rolls/buns,1.2,Bakery & Sweets,1.2,2014-06
1537,2014-12-08,18,3,1970,yogurt,2.2,Dairy,6.6000000000000005,2014-12
1321,2014-07-11,7,3,1161,citrus fruit,1.5,Fresh Food,4.5,2014-07
1179,2014-09-11,36,1,661,frozen meals,9.7,Frozen & Processed Food,9.7,2014-09
4766,2014-09-25,38,2,14122,soda,0.8,Beverages,1.6,2014-09
1468,2014-02-05,71,2,1702,shopping bags,5.12,Household & Hygiene,10.24,2014-02
2519,2014-04-07,122,3,5650,soups,4.5,Frozen & Processed Food,13.5,2014-04
3308,2014-04-09,41,2,8591,processed cheese,6.4,Dairy,12.8,2014-04
1236,2014-06-27,3,3,860,pip fruit,3.0,Fresh Food,9.0,2014-06
4485,2014-07-28,5,1,13019,rolls/buns,1.2,Bakery & Sweets,1.2,2014-07
2805,2014-08-16,62,2,6748,pickled vegetables,2.7,Fresh Food,5.4,2014-08
4658,2014-07-26,3,1,13681,pip fruit,3.0,Fresh Food,3.0,2014-07
1350,2014-09-03,17,3,1272,bottled water,0.5,Beverages,1.5,2014-09
2149,2014-03-21,16,1,4282,butter milk,6.1,Dairy,6.1,2014-03
2452,2014-03-08,27,2,5417,coffee,8.5,Beverages,17.0,2014-03
3030,2014-12-14,2,1,7560,whole milk,1.8,Dairy,1.8,2014-12
1827,2014-11-17,22,2,3059,root vegetables,1.8,Fresh Food,3.6,2014-11
4925,2014-01-23,20,2,14699,brown bread,0.8,Bakery & Sweets,1.6,2014-01
2853,2014-11-17,64,2,6917,UHT-milk,2.1,Dairy,4.2,2014-11
4182,2014-11-15,15,2,11846,specialty bar,5.2,Bakery & Sweets,10.4,2014-11
3496,2014-03-26,5,2,9267,rolls/buns,1.2,Bakery & Sweets,2.4,2014-03
1740,2014-10-30,2,3,2708,whole milk,1.8,Dairy,5.4,2014-10
4962,2014-08-18,114,1,14845,napkins,21.8,Household & Hygiene,21.8,2014-08
1760,2014-07-28,70,3,2787,margarine,3.5,Pantry Staples,10.5,2014-07
3966,2014-04-07,74,1,11064,whipped/sour cream,5.5,Dairy,5.5,2014-04
3317,2014-06-16,18,1,8630,yogurt,2.2,Dairy,2.2,2014-06
1825,2014-01-07,64,1,3052,UHT-milk,2.1,Dairy,2.1,2014-01
2204,2014-10-09,20,3,4486,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2014-10
1209,2014-11-11,119,2,763,long life bakery product,9.9,Bakery & Sweets,19.8,2014-11
1574,2014-02-28,104,2,2091,cat food,11.2,Pet Care,22.4,2014-02
3203,2014-07-22,38,3,8208,soda,0.8,Beverages,2.4000000000000004,2014-07
2914,2014-10-11,4,2,7130,other vegetables,0.8,Fresh Food,1.6,2014-10
1278,2014-09-06,21,1,1004,hamburger meat,12.3,Fresh Food,12.3,2014-09
2813,2014-02-17,154,2,6779,cake bar,2.4,Bakery & Sweets,4.8,2014-02
1653,2014-12-27,60,2,2401,cream cheese,6.3,Dairy,12.6,2014-12
2301,2014-04-23,24,2,4853,pastry,3.1,Bakery & Sweets,6.2,2014-04
4074,2014-03-11,2,1,11410,whole milk,1.8,Dairy,1.8,2014-03
1809,2014-10-27,60,2,2990,cream cheese,6.3,Dairy,12.6,2014-10
3972,2014-05-04,100,2,11087,chewing gum,0.5,Specialty & Seasonal,1.0,2014-05
3938,2014-04-23,74,2,10956,whipped/sour cream,5.5,Dairy,11.0,2014-04
4155,2014-07-19,45,3,11744,curd,9.8,Dairy,29.400000000000002,2014-07
4959,2014-12-30,4,3,14837,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-12
2518,2014-11-27,2,2,5646,whole milk,1.8,Dairy,3.6,2014-11
1529,2014-05-29,70,3,1948,margarine,3.5,Pantry Staples,10.5,2014-05
3817,2014-11-02,5,3,10510,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-11
1034,2014-04-28,69,1,128,domestic eggs,1.25,Fresh Food,1.25,2014-04
4297,2014-12-24,4,3,12318,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-12
4684,2014-11-21,83,3,13797,white bread,0.3,Bakery & Sweets,0.8999999999999999,2014-11
2999,2014-08-12,2,2,7447,whole milk,1.8,Dairy,3.6,2014-08
1097,2014-10-12,45,1,344,curd,9.8,Dairy,9.8,2014-10
4650,2014-12-14,38,1,13649,soda,0.8,Beverages,0.8,2014-12
4958,2014-04-27,70,1,14830,margarine,3.5,Pantry Staples,3.5,2014-04
2515,2014-09-01,71,3,5631,shopping bags,5.12,Household & Hygiene,15.36,2014-09
4911,2014-06-28,20,2,14653,brown bread,0.8,Bakery & Sweets,1.6,2014-06
1722,2014-07-12,38,1,2628,soda,0.8,Beverages,0.8,2014-07
1350,2014-02-19,38,1,1271,soda,0.8,Beverages,0.8,2014-02
2152,2014-02-03,4,3,4291,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-02
2428,2014-11-01,69,1,5309,domestic eggs,1.25,Fresh Food,1.25,2014-11
4231,2014-02-04,37,2,12051,herbs,6.5,Fresh Food,13.0,2014-02
1413,2014-12-03,17,1,1500,bottled water,0.5,Beverages,0.5,2014-12
2932,2014-06-22,1,2,7194,tropical fruit,7.8,Fresh Food,15.6,2014-06
3935,2014-04-12,1,2,10946,tropical fruit,7.8,Fresh Food,15.6,2014-04
3294,2014-02-26,74,2,8536,whipped/sour cream,5.5,Dairy,11.0,2014-02
2306,2014-12-13,83,3,4868,white bread,0.3,Bakery & Sweets,0.8999999999999999,2014-12
4252,2014-04-28,71,3,12127,shopping bags,5.12,Household & Hygiene,15.36,2014-04
1325,2014-03-29,38,2,1175,soda,0.8,Beverages,1.6,2014-03
3657,2014-07-10,53,2,9885,specialty chocolate,18.8,Bakery & Sweets,37.6,2014-07
3592,2014-04-17,22,1,9656,root vegetables,1.8,Fresh Food,1.8,2014-04
2797,2014-08-08,4,1,6712,other vegetables,0.8,Fresh Food,0.8,2014-08
2663,2014-01-20,1,1,6191,tropical fruit,7.8,Fresh Food,7.8,2014-01
1998,2014-02-15,74,3,3713,whipped/sour cream,5.5,Dairy,16.5,2014-02
4412,2014-07-30,45,1,12762,curd,9.8,Dairy,9.8,2014-07
2205,2014-10-28,1,2,4489,tropical fruit,7.8,Fresh Food,15.6,2014-10
4301,2014-12-24,37,2,12332,herbs,6.5,Fresh Food,13.0,2014-12
3021,2014-10-29,38,3,7523,soda,0.8,Beverages,2.4000000000000004,2014-10
4131,2014-10-08,22,3,11650,root vegetables,1.8,Fresh Food,5.4,2014-10
2400,2014-08-26,3,1,5215,pip fruit,3.0,Fresh Food,3.0,2014-08
2394,2014-06-18,74,3,5190,whipped/sour cream,5.5,Dairy,16.5,2014-06
2019,2014-12-06,36,2,3797,frozen meals,9.7,Frozen & Processed Food,19.4,2014-12
3969,2014-09-05,115,2,11077,waffles,2.5,Bakery & Sweets,5.0,2014-09
1797,2014-07-26,39,3,2945,detergent,5.5,Household & Hygiene,16.5,2014-07
2336,2014-05-31,71,2,4967,shopping bags,5.12,Household & Hygiene,10.24,2014-05
2041,2014-04-08,5,3,3875,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-04
4624,2014-06-06,92,2,13546,vinegar,1.5,Pantry Staples,3.0,2014-06
3221,2014-01-16,17,1,8273,bottled water,0.5,Beverages,0.5,2014-01
3327,2014-10-13,4,3,8669,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-10
3642,2014-04-15,119,3,9834,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,2014-04
4525,2014-07-21,50,3,13179,bottled beer,1.8,Beverages,5.4,2014-07
3820,2014-05-10,18,2,10520,yogurt,2.2,Dairy,4.4,2014-05
4235,2014-10-18,73,1,12070,oil,3.4,Pantry Staples,3.4,2014-10
2437,2014-10-09,83,3,5351,white bread,0.3,Bakery & Sweets,0.8999999999999999,2014-10
3068,2014-05-25,2,2,7706,whole milk,1.8,Dairy,3.6,2014-05
2990,2014-04-24,45,3,7410,curd,9.8,Dairy,29.400000000000002,2014-04
2942,2014-08-17,60,2,7233,cream cheese,6.3,Dairy,12.6,2014-08
2980,2014-01-17,50,1,7378,bottled beer,1.8,Beverages,1.8,2014-01
1169,2014-05-29,44,2,619,newspapers,3.2,Specialty & Seasonal,6.4,2014-05
3663,2014-06-16,22,2,9911,root vegetables,1.8,Fresh Food,3.6,2014-06
2439,2014-06-06,50,3,5357,bottled beer,1.8,Beverages,5.4,2014-06
1289,2014-08-10,18,2,1055,yogurt,2.2,Dairy,4.4,2014-08
1489,2014-01-06,44,3,1790,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-01
1523,2014-11-09,4,2,1925,other vegetables,0.8,Fresh Food,1.6,2014-11
1432,2014-09-18,119,1,1578,long life bakery product,9.9,Bakery & Sweets,9.9,2014-09
4569,2014-07-28,24,2,13343,pastry,3.1,Bakery & Sweets,6.2,2014-07
2737,2014-08-27,75,3,6472,frozen vegetables,2.5,Frozen & Processed Food,7.5,2014-08
2823,2014-10-17,75,2,6813,frozen vegetables,2.5,Frozen & Processed Food,5.0,2014-10
1507,2014-09-14,158,2,1863,flower (seeds),6.8,Household & Hygiene,13.6,2014-09
1103,2014-05-25,24,1,368,pastry,3.1,Bakery & Sweets,3.1,2014-05
4975,2014-01-06,26,3,14887,berries,10.8,Fresh Food,32.400000000000006,2014-01
4311,2014-12-06,131,1,12378,roll products,8.6,Specialty & Seasonal,8.6,2014-12
3915,2014-12-05,38,2,10871,soda,0.8,Beverages,1.6,2014-12
2602,2014-02-04,106,1,5977,prosecco,20.1,Beverages,20.1,2014-02
4684,2014-02-07,38,2,13794,soda,0.8,Beverages,1.6,2014-02
3382,2014-09-01,1,2,8849,tropical fruit,7.8,Fresh Food,15.6,2014-09
1706,2014-11-13,40,1,2578,grapes,9.4,Fresh Food,9.4,2014-11
3524,2014-11-30,44,1,9389,newspapers,3.2,Specialty & Seasonal,3.2,2014-11
1085,2014-04-24,71,2,300,shopping bags,5.12,Household & Hygiene,10.24,2014-04
3284,2014-01-04,18,1,8499,yogurt,2.2,Dairy,2.2,2014-01
3493,2014-03-26,91,1,9253,frozen dessert,2.8,Frozen & Processed Food,2.8,2014-03
3701,2014-08-25,82,2,10064,pet care,5.8,Pet Care,11.6,2014-08
1761,2014-07-26,64,3,2792,UHT-milk,2.1,Dairy,6.300000000000001,2014-07
4216,2014-01-21,20,1,11981,brown bread,0.8,Bakery & Sweets,0.8,2014-01
1885,2014-03-11,17,1,3280,bottled water,0.5,Beverages,0.5,2014-03
3620,2014-09-14,38,3,9768,soda,0.8,Beverages,2.4000000000000004,2014-09
4214,2014-08-31,52,1,11972,dog food,12.6,Pet Care,12.6,2014-08
2109,2014-03-21,74,2,4145,whipped/sour cream,5.5,Dairy,11.0,2014-03
1925,2014-06-03,119,1,3449,long life bakery product,9.9,Bakery & Sweets,9.9,2014-06
